age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
52,1,7,0,2,4,3,3,2,6,4
71.3,1,9,0,3,1,3,4,4,2,2
24.9,0,3,0,3,2,4,1,1,3,1
41.9,1,9,1,3,7,3,4,1,6,6
80,7,10,0,2,1,3,3,4,2,2
63.8,4,8,1,3,6,4,4,2,3,1
64.3,1,8,0,3,2,3,4,2,1,1
68.3,2,8,1,1,2,3,4,2,5,4
39.3,0,5,1,2,4,3,3,3,2,2
29.6,0,10,0,3,7,5,3,4,6,3
45.6,3,8,0,3,7,4,4,4,6,5
74,2,7,0,3,5,4,3,4,2,2
40,0,10,0,3,4,5,5,4,1,1
80,2,6,0,3,1,2,3,4,2,2
23.5,2,10,0,2,2,5,5,2,1,1
52.8,3,8,1,3,6,5,5,4,6,5
80,3,7,0,3,1,2,4,4,2,2
39.5,2,6,0,3,4,3,2,1,2,2
54.8,1,8,1,1,4,3,3,4,5,3
60.3,5,7,0,3,2,2,3,3,2,2
54.3,4,10,0,3,4,5,5,4,6,3
54.3,1,10,0,3,2,5,5,4,4,4
29.9,0,7,1,2,4,4,3,3,6,3
51.3,0,5,1,3,4,2,5,1,2,2
34.9,2,9,0,3,6,3,3,3,5,4
35.3,1,9,1,3,3,4,4,3,6,6
79.8,2,8,1,3,5,4,2,1,3,2
29.9,0,7,1,2,6,5,5,3,1,1
71.2,2,7,1,2,4,4,3,4,3,3
17.9,0,9,0,3,2,4,4,1,5,1
69.5,3,8,1,3,7,5,5,4,6,3
54.7,2,10,1,3,3,4,3,0,2,2
71.3,2,7,0,3,4,4,4,1,6,3
55,4,6,1,2,2,3,4,3,1,1
44.3,2,8,1,1,4,2,2,2,3,3
64.9,1,6,0,2,2,2,3,2,1,1
42.9,1,5,0,3,7,3,4,4,4,2
52.6,2,10,1,2,4,4,4,0,6,3
76.3,0,8,0,3,1,2,4,4,2,2
30.4,1,8,1,2,4,3,3,1,5,3
24.8,0,10,1,3,4,5,5,4,3,1
31.8,1,9,1,3,2,4,5,3,6,4
33.6,0,7,1,3,7,3,2,2,1,1
35.3,2,9,0,3,7,3,5,2,4,1
54,0,9,1,3,2,4,4,4,3,3
34.3,1,8,1,3,6,5,5,1,3,2
67.3,2,8,0,3,4,5,5,2,2,2
63.3,3,2,0,3,4,1,2,3,2,2
26.9,0,9,1,3,2,3,4,1,2,2
80,2,10,0,2,2,2,2,4,3,3
64.8,3,9,1,3,2,4,4,1,3,2
16.8,0,10,1,3,1,4,5,4,1,1
50.8,1,9,0,1,4,4,5,4,2,2
39.5,0,9,1,3,4,3,3,4,2,2
31.8,0,8,0,3,7,5,4,1,6,2
39.7,0,9,1,3,7,2,5,3,3,2
63.8,2,7,0,3,4,4,4,4,1,1
64.8,6,5,1,3,2,4,3,4,4,2
53.9,2,8,1,3,4,4,4,2,6,3
75.9,2,10,0,3,5,5,4,2,5,2
76.8,2,9,0,2,7,5,4,2,4,4
48.8,1,9,0,3,7,4,4,4,6,2
70.8,2,10,1,3,4,4,5,1,6,6
66.4,3,8,0,3,4,5,5,4,1,1
47,1,8,1,3,3,4,4,3,2,2
38,3,8,0,2,1,3,5,2,4,2
66.7,2,7,0,3,4,2,2,4,6,6
40.7,0,5,1,2,2,3,2,1,3,3
56.9,3,9,1,3,7,5,5,2,6,6
65.7,2,10,0,3,4,3,4,4,1,1
66,0,8,0,3,2,3,3,4,1,1
73.3,2,9,0,2,7,4,4,4,6,3
30.8,3,8,1,2,6,4,5,1,5,3
71.8,4,10,0,2,1,3,4,4,1,1
64.3,0,8,0,3,4,4,4,2,4,1
55.9,0,9,0,3,4,4,3,4,2,2
15.1,0,8,0,3,1,3,3,1,1,1
40.2,1,7,0,3,6,4,4,4,5,1
65.5,2,8,1,2,6,3,5,4,3,1
75.7,3,10,0,3,2,4,4,4,2,2
47.3,2,8,0,3,3,3,5,2,5,3
57.8,6,8,0,2,4,3,5,1,2,1
36.7,1,8,1,3,1,3,4,1,1,1
80,3,7,0,3,1,2,2,0,1,1
35.3,1,9,1,3,4,4,4,0,4,3
37.4,1,10,1,2,4,5,5,1,6,4
42.2,6,8,1,2,1,4,4,4,4,2
51.1,1,9,0,2,1,5,4,2,1,1
24.1,0,8,1,3,1,4,3,1,2,2
43.7,7,8,0,2,1,4,4,4,6,3
65.6,1,7,0,3,2,5,4,2,3,3
51.8,2,5,1,3,4,3,3,2,3,3
71.2,3,10,1,2,1,1,4,4,2,1
29.9,0,9,1,3,6,5,4,3,4,2
72,0,7,0,3,2,1,3,1,1,1
19.3,0,7,1,3,1,4,4,3,6,1
57.3,4,10,1,3,4,3,5,2,5,2
29.6,1,8,1,3,2,3,5,3,6,2
29.1,0,8,1,2,1,3,2,1,2,2
36.8,2,8,0,3,7,3,4,3,5,3
65.2,2,10,0,3,6,3,4,4,6,3
20.5,0,7,1,3,2,4,4,4,1,1
61.4,3,5,0,3,7,2,2,4,5,3
64.8,2,10,0,3,2,4,3,3,2,2
63,0,8,0,3,6,4,4,2,2,2
47.3,0,8,1,2,4,3,5,1,4,1
30,0,8,0,3,7,4,3,1,5,3
35.8,2,8,1,3,6,3,3,1,6,4
44,1,10,0,3,7,4,4,2,6,3
33.6,0,6,1,3,6,4,3,1,6,3
24.8,0,9,1,2,4,4,3,4,2,2
71.3,2,8,1,3,6,3,4,2,3,3
39.3,2,4,1,3,2,3,3,2,3,3
20.8,0,10,0,3,4,5,5,4,1,1
27.4,0,7,1,3,6,5,4,2,5,4
65.7,2,9,0,3,2,4,4,2,2,1
46.6,4,5,0,3,6,4,4,4,3,3
64.5,2,10,1,3,2,3,5,4,5,3
69.3,2,8,0,3,1,5,2,4,3,1
42.1,2,8,1,3,6,5,5,4,4,4
69,3,10,1,3,3,5,5,4,3,1
78.6,4,10,0,3,2,4,5,4,2,2
49.5,2,7,0,1,4,5,4,1,4,4
41.8,1,9,0,3,2,4,4,1,4,1
70.1,3,10,0,3,2,3,5,4,3,1
34.9,2,10,1,3,2,3,3,2,3,2
77.4,2,9,0,3,2,3,3,4,1,1
65.8,3,8,1,3,7,5,5,1,4,4
77.5,2,7,1,3,1,3,4,2,2,1
35,0,8,0,3,4,5,5,4,3,2
80,4,9,0,3,4,4,4,4,4,4
27.3,1,10,0,2,5,5,3,3,4,2
23.6,0,7,1,3,3,3,2,4,2,2
63.9,1,6,0,3,4,3,3,2,2,2
58.5,0,10,0,3,4,4,5,4,5,3
56.1,2,8,1,3,2,1,3,2,2,1
32.5,2,10,0,1,4,3,3,4,3,1
55,1,9,1,3,2,5,4,2,5,3
30,0,8,1,3,3,4,3,1,2,2
47.2,0,3,0,2,1,1,1,3,2,2
60.9,0,0,0,3,4,5,5,1,6,6
60,2,9,0,3,5,5,5,3,2,2
50.6,3,8,0,2,4,4,4,2,4,2
28.8,0,10,0,3,6,5,5,1,2,2
60.2,2,6,0,3,7,3,3,2,1,1
57.6,3,8,1,3,4,5,5,2,4,4
49.6,2,6,0,3,4,3,3,4,6,3
45.3,4,5,0,2,2,3,3,1,1,1
58.7,1,8,1,3,5,3,3,1,2,2
36.2,2,10,0,3,2,4,4,2,2,2
51,2,10,0,3,4,5,5,1,6,2
74.6,3,9,0,2,1,3,4,4,1,1
31.2,0,8,1,3,3,3,5,3,3,2
45.9,1,9,0,3,4,4,4,1,6,4
65.3,0,8,0,3,1,4,4,3,2,1
38.1,3,7,0,3,7,5,3,1,6,3
56.7,0,8,1,3,4,2,5,2,2,2
80,2,10,0,3,1,2,3,4,2,2
56.8,0,8,0,3,2,3,4,2,2,2
46,4,8,0,3,4,4,4,4,6,1
54.3,3,8,0,3,6,4,4,1,6,2
22.8,1,9,0,3,2,3,5,4,5,2
63.5,2,6,0,3,4,3,2,3,6,1
48.3,2,5,0,2,2,4,2,3,6,4
32.6,0,6,0,3,4,4,3,4,6,1
75.9,2,8,0,3,2,5,3,4,6,6
54.1,1,9,1,3,4,4,4,4,5,5
79.8,2,10,0,3,5,4,5,4,2,2
70.2,3,8,0,3,7,3,4,2,3,3
27.7,1,8,0,2,4,5,5,4,6,1
34.7,2,10,0,3,4,3,2,4,6,2
45,2,8,0,3,4,5,4,3,2,2
76.8,3,4,0,3,2,1,4,1,4,4
35.8,2,10,0,2,4,4,4,2,4,2
43,1,9,1,3,6,3,5,2,6,4
58.1,0,3,1,3,6,2,2,1,4,3
79.6,2,8,1,3,4,5,3,2,3,2
31.7,0,10,1,3,4,5,5,4,4,2
46.7,1,8,0,3,4,3,5,2,6,2
33.3,0,9,0,1,4,4,5,2,2,2
36.1,0,6,0,3,6,3,3,2,6,3
54.3,1,8,0,2,2,3,2,2,4,4
48.1,0,4,0,3,7,2,2,1,4,4
26.9,0,8,1,3,5,4,4,3,5,3
41.7,0,8,0,3,4,5,2,2,4,2
77.6,3,8,1,3,2,4,4,4,4,3
27.8,0,7,1,3,2,4,3,3,3,3
69.2,2,8,1,3,2,3,3,1,2,2
42.9,0,10,0,3,5,5,5,2,4,4
69.2,3,4,0,3,1,2,2,1,2,2
22.8,0,5,0,3,2,3,2,1,6,1
75.8,3,9,0,3,1,3,4,4,1,1
76.3,3,7,1,1,1,2,3,2,5,1
38.6,3,8,0,3,6,4,4,1,6,3
64.6,3,5,0,3,4,3,3,4,3,2
38,0,9,1,3,3,5,4,1,4,3
31.1,0,4,1,3,2,4,2,1,1,1
72.3,3,10,0,3,2,3,3,4,2,1
18.6,0,7,1,3,2,5,4,1,6,1
65,0,9,1,1,4,4,4,4,3,3
72.1,0,10,0,3,1,3,3,4,1,1
29.5,0,9,1,1,6,4,4,1,5,2
66.7,0,9,0,3,2,4,5,1,2,2
57.9,2,10,1,2,1,4,4,2,2,2
72.8,2,10,0,2,1,3,4,2,2,1
70.1,1,10,0,3,4,4,5,4,4,2
31.8,0,8,0,1,6,5,5,1,2,2
30.8,0,8,0,3,4,3,3,1,3,3
25.7,0,8,1,2,6,5,4,4,3,3
65.7,2,8,1,3,4,3,3,2,6,4
21,0,8,1,3,2,5,3,2,2,1
52.5,0,6,1,2,2,3,3,2,3,3
62.8,3,7,0,3,4,3,3,2,2,2
15.3,0,10,0,2,1,5,5,2,6,1
69.2,4,8,0,3,2,4,5,4,6,3
35.3,1,7,1,2,4,2,3,2,5,3
44.8,3,7,0,3,6,3,2,3,6,4
15.3,0,9,0,3,1,4,4,1,5,1
33.3,2,9,1,3,7,5,4,1,6,5
28.4,0,8,1,3,6,5,3,2,2,1
80,2,10,0,3,2,3,4,4,5,3
63.1,1,9,1,3,4,4,4,1,2,2
40.7,0,8,1,3,7,4,4,3,4,4
80,3,6,1,3,3,2,1,1,2,2
44,2,9,1,2,6,5,4,0,5,4
52,3,5,1,2,2,3,3,1,6,3
80,0,8,1,1,6,3,3,4,2,2
27.2,0,8,0,2,4,4,4,1,3,3
63.1,0,9,0,2,6,4,4,2,2,2
71.2,2,8,0,3,1,2,5,4,3,3
41.5,0,9,1,3,2,4,4,3,3,3
57.1,0,7,0,3,4,5,5,2,4,4
29.9,1,6,0,3,7,3,5,4,6,2
60.8,4,10,1,3,6,5,4,2,5,5
59.7,2,10,1,3,7,3,5,2,6,3
59.9,3,9,0,3,2,5,5,1,3,1
46.1,3,8,0,3,4,5,5,3,4,4
67.2,2,3,0,3,2,1,5,4,2,2
42.8,2,9,1,3,7,5,5,2,6,6
69.6,2,7,1,3,6,2,4,4,6,4
34.9,2,6,1,3,2,4,5,4,2,1
76.3,4,10,1,3,4,4,4,4,6,6
38.7,4,9,0,3,4,4,5,2,6,4
65.3,4,10,1,2,4,1,5,2,6,3
68.4,4,10,1,2,1,1,4,4,3,3
43.1,2,8,1,3,2,3,5,2,2,1
27.8,0,7,0,1,4,5,4,3,4,3
61,1,10,0,3,6,4,4,1,5,2
34.9,3,8,0,2,6,5,4,3,6,4
60.3,3,10,0,1,3,2,2,4,2,1
26.2,2,10,0,3,2,3,3,2,4,1
47.5,2,8,1,3,7,4,5,1,6,6
77.8,1,9,0,3,2,3,5,2,1,1
74.7,2,9,0,3,4,5,5,4,2,1
27.7,2,10,1,2,3,5,5,2,5,5
59.8,0,7,0,3,7,4,4,4,4,4
30.1,0,8,1,3,6,5,4,1,3,1
55.3,2,6,0,2,1,4,5,4,2,2
32.7,0,8,1,3,5,4,5,1,4,4
61.7,0,7,1,2,4,2,3,4,4,3
38.8,3,8,1,3,6,4,4,1,6,6
34,0,7,1,3,2,3,3,2,2,2
43.4,3,7,0,3,2,3,5,2,2,1
80,2,9,1,3,7,3,3,4,4,4
26.1,0,9,0,3,4,5,5,4,3,2
66.3,3,9,1,2,2,4,5,4,4,3
57.2,1,9,1,3,2,5,5,1,1,1
65.4,2,8,1,3,4,5,5,4,4,2
33,0,8,1,3,5,4,4,1,6,4
50.8,0,9,0,3,4,5,5,4,6,3
67.3,2,9,1,3,7,5,4,2,6,6
66.8,0,8,0,3,6,5,5,4,3,3
53.1,1,9,0,3,2,4,4,4,1,1
42,3,6,0,1,6,3,3,4,4,4
46.9,0,7,1,3,7,3,3,4,5,5
54.8,2,5,1,2,2,1,2,3,4,4
79.6,4,10,0,2,4,5,4,1,2,1
60.3,1,5,0,3,1,2,3,2,1,1
62.1,2,5,0,3,2,1,2,3,1,1
49.8,3,10,0,3,6,3,4,1,6,3
42.8,1,8,1,3,2,4,4,2,3,2
58.8,3,7,0,2,2,4,4,4,6,2
36.3,0,8,0,3,6,5,5,3,4,4
73.6,2,9,0,3,4,4,4,4,3,2
29.4,0,8,1,3,6,5,4,3,4,2
80,6,10,0,2,4,3,4,4,2,2
72.9,2,7,0,3,2,3,4,3,3,3
43.8,2,10,0,3,4,4,3,2,6,2
68.6,2,7,0,2,7,5,4,4,2,2
35.5,0,7,1,3,4,3,3,1,1,1
56.9,3,8,1,3,2,4,5,1,5,3
33,1,7,0,3,6,5,5,4,3,1
60.2,2,9,0,3,2,4,5,2,5,2
45.9,3,4,0,3,4,1,2,2,6,1
66.8,3,8,0,3,2,4,4,4,5,5
41.2,1,7,0,3,2,5,5,1,2,1
23.1,0,9,0,3,4,4,5,1,4,1
39.4,0,7,1,3,4,4,3,2,4,4
25.8,0,8,0,3,2,2,1,1,2,2
75.5,2,9,1,3,6,3,4,2,6,5
52.5,1,10,1,3,1,4,4,3,3,2
30.2,2,10,0,3,7,4,4,3,3,2
55.8,0,9,1,3,5,4,4,1,6,3
35.5,2,7,0,3,4,3,4,4,5,2
70.4,0,8,1,3,3,5,5,3,6,6
56.6,0,7,1,2,3,4,3,4,2,2
63.2,6,8,0,3,2,5,4,1,4,2
25.8,0,8,1,3,6,4,4,1,4,1
54.3,3,10,1,1,2,4,4,4,6,6
47.9,0,8,0,3,7,3,3,1,6,4
54.8,3,10,0,3,4,4,5,2,5,3
65.6,1,10,0,3,2,3,3,3,6,2
30.6,0,8,0,2,6,4,3,3,4,3
38.8,2,8,1,2,4,4,4,2,4,3
53.9,2,10,0,3,1,3,5,4,3,2
55.3,1,8,0,3,4,4,5,3,6,3
66.4,2,8,1,2,6,5,5,3,1,1
53.8,0,10,1,3,2,5,5,2,2,2
51.2,2,7,1,3,7,4,4,2,2,1
21.8,0,8,0,3,6,4,4,3,6,1
41.8,3,8,1,3,4,5,5,1,5,4
31.8,0,5,1,2,2,2,3,4,2,2
79.5,3,6,1,2,1,3,4,1,2,2
61.8,4,10,0,3,4,4,3,4,4,2
41.1,1,10,1,3,2,5,4,2,2,1
27.3,0,8,0,3,3,4,3,4,2,2
48.5,0,10,0,3,6,5,5,3,6,4
35.7,2,8,1,3,7,4,5,1,2,2
35.8,4,8,1,3,6,3,4,3,5,3
41.4,2,10,0,3,4,4,5,2,6,5
31.8,1,8,1,3,6,4,3,1,6,4
75.2,2,10,1,3,7,5,5,4,6,5
46.3,0,9,1,2,4,3,3,1,6,5
54.2,2,9,0,3,6,5,3,1,6,4
19.4,0,3,1,2,2,3,3,2,4,1
50.7,2,9,1,3,6,4,4,1,6,6
29.7,0,8,1,2,2,3,3,3,3,3
38.8,0,6,1,3,2,3,3,2,3,3
54.8,3,10,0,3,4,5,5,2,6,4
28.9,2,10,1,3,1,5,5,4,3,2
72.8,2,10,0,3,1,3,4,4,2,2
41.7,2,10,1,3,2,5,5,1,6,3
29.2,0,7,1,3,3,3,3,3,3,3
42.6,2,8,1,3,1,3,3,1,5,2
80,6,6,1,3,4,2,3,1,5,5
26.5,0,8,1,3,6,3,4,1,5,5
39.2,3,8,0,3,4,4,4,3,4,1
40.8,2,8,0,3,6,3,2,4,6,4
63.1,1,6,0,3,2,3,4,4,2,1
43.6,2,10,0,2,4,3,4,2,2,1
24.5,1,8,1,2,3,3,4,2,6,1
48.6,5,8,0,2,1,3,3,4,4,2
77.8,4,4,1,3,1,1,3,4,1,1
29.5,0,8,0,3,2,5,3,2,2,2
65,4,9,1,3,2,2,5,4,3,2
70.7,2,5,0,2,4,3,4,4,2,2
80,2,7,0,3,1,2,3,2,2,2
71.5,2,8,0,3,6,3,4,4,4,2
66.7,3,9,0,3,1,3,3,4,4,1
19.4,0,9,0,2,1,5,4,4,4,1
26.5,0,7,1,3,4,3,4,2,1,1
39.5,0,9,0,3,6,3,3,1,6,5
38.1,3,10,0,3,7,3,4,4,5,1
80,3,8,0,2,1,4,3,4,1,1
66.8,3,8,0,2,2,3,4,4,2,1
80,0,5,0,3,2,3,2,4,2,2
42,1,9,1,3,4,3,4,3,5,5
73,3,10,1,2,2,4,5,3,3,2
50.2,2,10,0,2,1,4,4,3,3,1
80,4,8,1,3,3,3,3,4,3,2
52.4,4,9,0,2,6,5,5,4,5,4
52.3,2,8,0,3,4,3,5,4,4,2
33.9,1,9,0,3,7,5,4,3,6,2
26.4,0,8,1,3,3,3,3,1,2,2
36.7,1,8,1,3,7,3,3,4,6,6
75.1,3,9,1,3,6,3,3,1,1,1
63.5,1,8,0,3,6,4,4,2,5,3
43.2,2,5,1,3,2,3,3,2,3,1
77.7,0,8,0,3,2,3,4,2,6,1
27.5,2,8,0,3,5,4,3,3,4,2
68.2,4,10,0,2,2,3,3,4,4,3
60.1,0,6,1,2,3,2,3,4,6,1
67.4,2,8,0,3,2,2,3,2,4,2
75.8,1,10,0,3,6,5,5,4,5,3
39.8,2,9,1,3,5,5,4,2,5,3
35.1,2,10,0,3,4,4,4,1,6,4
23.8,1,7,0,2,4,4,4,4,1,1
44.8,2,8,0,3,4,4,4,4,5,3
73.6,4,9,1,3,2,5,5,4,3,3
45.5,2,7,0,3,6,3,3,4,6,4
59.8,1,9,0,3,2,5,5,4,1,1
54.9,3,10,0,2,2,4,4,3,4,1
26.8,0,10,0,3,5,5,5,4,3,2
64.8,3,10,1,3,7,3,4,2,6,4
55.2,0,0,1,2,2,1,3,2,2,2
17,0,10,0,3,1,5,5,1,5,1
76.4,3,3,0,2,2,3,3,4,4,1
36.4,1,6,0,1,2,2,2,2,4,2
59.8,0,10,0,3,1,5,5,2,1,1
28.1,0,5,0,3,6,3,3,3,1,1
62.8,2,8,1,3,2,4,4,3,4,4
79.1,2,8,0,2,2,4,4,4,3,2
53,1,10,0,3,4,3,5,4,6,4
73.9,2,9,1,3,7,4,3,2,6,5
23.3,0,8,1,3,2,4,4,3,1,1
65.4,2,8,0,3,2,3,5,3,2,1
50.8,2,7,1,3,6,2,3,2,4,4
47.2,0,9,1,2,6,5,5,2,6,6
60.3,4,10,1,3,2,4,4,3,5,4
56.2,2,8,1,3,2,4,4,4,6,2
33.3,3,10,1,1,6,5,5,1,4,2
67.3,3,4,0,2,2,2,3,3,2,1
17.7,0,8,1,3,2,5,5,1,2,1
59.5,1,8,0,3,4,3,4,2,2,2
56.8,3,8,1,2,1,2,3,1,6,4
32.7,2,10,0,1,4,5,5,4,4,2
74,4,8,0,3,1,5,3,4,2,2
38.3,0,7,1,3,4,4,3,3,1,1
72.5,2,9,0,3,1,3,3,4,4,1
39.3,0,8,0,3,2,4,4,2,2,1
69.6,4,7,0,2,2,3,3,2,2,1
71.9,1,6,0,3,1,3,3,4,1,1
77,2,10,1,3,7,5,5,4,4,2
40.4,0,9,0,3,2,4,5,2,3,2
47,1,7,0,2,2,4,4,4,3,3
79.4,0,10,1,3,2,5,5,1,2,1
71.4,1,5,1,2,2,4,4,4,2,2
32.3,2,8,1,3,3,4,5,2,4,3
71.8,2,10,1,3,4,3,4,4,3,2
40.2,3,7,1,3,4,4,3,4,5,4
24,0,3,0,3,2,2,1,1,3,1
80,0,0,1,3,1,1,1,3,1,1
54.3,2,9,1,2,4,3,3,2,6,4
58.8,2,9,1,3,4,4,4,4,6,3
34.6,0,8,0,3,2,4,3,2,1,1
63.9,2,9,1,3,1,3,4,1,4,2
77,3,8,1,3,1,3,3,3,2,2
38.6,0,8,1,3,6,4,4,2,4,4
27.4,0,8,0,3,6,3,3,2,3,3
77,2,8,1,3,4,4,5,1,3,2
80,5,9,0,3,4,4,4,4,3,1
40.7,2,9,1,3,4,4,4,2,6,4
37.5,3,10,1,1,7,5,5,1,6,6
60.2,2,8,0,3,4,5,5,3,6,3
32.3,0,9,1,3,6,5,5,1,5,3
67.5,1,9,0,2,6,3,4,4,6,2
61.3,3,9,0,2,1,2,5,2,2,1
39.6,3,7,0,3,6,5,3,1,4,2
53.4,0,9,1,3,7,5,5,2,6,6
19.2,0,8,0,3,2,3,3,1,1,1
75.6,4,8,0,2,6,4,4,2,1,1
64.3,0,8,0,3,2,3,3,3,2,2
52.8,3,9,1,2,1,4,5,1,1,1
64.5,3,10,0,3,4,4,3,2,3,1
76.3,2,8,0,3,1,2,5,2,4,2
21.9,0,6,0,3,2,3,3,1,6,1
49.3,3,8,0,3,5,5,4,4,6,1
39.3,0,7,1,3,6,2,3,1,4,4
40.3,3,10,0,3,1,3,3,4,2,2
32.7,0,7,1,3,2,3,3,2,1,1
71.3,2,7,1,2,7,5,3,4,3,2
61.7,0,9,0,2,1,2,3,4,1,1
77.4,3,8,0,3,5,4,4,4,3,3
23.6,0,10,1,3,6,5,5,2,6,1
80,2,7,1,3,7,2,3,2,6,6
71.3,2,10,0,3,6,5,5,2,2,2
48.5,2,8,1,3,2,3,3,3,6,6
54,0,5,1,2,2,5,5,3,2,2
54.6,0,8,0,3,6,5,4,4,2,2
52.3,3,7,1,3,1,5,5,1,2,2
37,2,7,1,3,7,4,2,3,4,1
33.9,0,7,1,3,4,4,4,2,2,2
64.4,2,8,1,2,1,3,2,4,1,1
27.2,1,8,0,3,6,4,3,1,4,3
78.8,2,8,1,3,6,2,5,3,5,5
36.5,0,10,0,3,2,3,5,3,2,2
65.2,2,10,1,2,2,4,4,2,2,1
76.1,3,5,0,2,1,4,4,4,1,1
28.8,3,10,0,2,6,5,3,1,4,3
47.8,0,9,1,3,7,4,4,2,6,5
46.5,1,6,0,3,4,3,3,1,1,1
32.4,0,7,0,3,6,5,3,1,6,2
68,4,7,0,3,1,2,4,4,1,1
32.9,3,9,1,3,2,4,4,3,4,4
52.1,0,9,0,3,7,3,5,4,2,2
18.3,0,8,1,1,1,4,4,2,5,1
65.8,5,7,1,3,7,3,3,4,2,2
39.1,0,9,1,3,3,5,5,1,2,2
32.2,1,7,0,3,4,3,3,1,4,2
48.2,2,8,1,3,6,4,4,2,6,5
37.7,3,7,1,3,2,3,3,2,6,4
28.2,0,8,0,3,7,3,4,1,4,3
52.4,0,10,1,2,6,3,3,4,4,2
60.3,2,7,0,3,2,3,3,1,5,2
55.7,0,8,1,3,6,5,5,1,3,1
50.7,0,6,0,3,6,2,4,2,3,3
73.1,2,2,1,2,2,1,5,2,3,3
56,5,8,0,3,2,3,3,2,6,2
64.8,0,8,0,3,6,3,3,2,3,3
30,1,8,0,3,2,5,4,1,2,2
78.6,2,8,0,3,2,1,4,2,2,2
70.3,0,2,1,3,1,1,3,2,3,1
36.6,1,8,0,3,4,3,3,1,6,6
31.8,0,6,1,3,4,4,1,1,6,3
54.7,0,9,0,3,4,4,5,4,4,3
39.8,1,10,1,2,1,4,4,3,4,2
56,1,10,1,3,6,5,5,4,6,6
19.7,0,7,1,3,2,2,4,1,4,1
80,2,7,1,2,3,3,3,4,2,2
35.7,2,10,0,3,5,3,4,3,1,1
70.8,3,8,1,3,4,3,5,1,3,1
52.4,2,7,1,3,3,2,2,2,6,2
62.8,3,8,0,3,7,3,3,3,6,6
74.8,1,9,0,2,2,5,3,4,2,2
70.7,3,10,1,2,5,1,3,4,1,1
56.3,0,10,1,3,1,5,4,4,3,2
48.8,0,7,0,3,3,4,4,2,1,1
52,1,9,1,3,6,3,5,2,6,4
49.7,0,2,1,3,6,2,1,2,3,3
62.3,4,9,1,3,6,4,4,3,3,3
35.3,0,9,0,2,7,3,4,2,6,4
25.4,0,7,0,3,6,1,2,1,4,4
69,0,10,0,3,5,4,5,4,4,2
67.5,0,7,1,3,1,2,2,2,1,1
47.1,2,10,0,3,4,5,5,4,6,1
39.6,0,9,0,3,4,4,3,3,6,1
41.2,3,7,0,3,3,4,4,2,5,2
45.5,3,7,1,3,2,1,2,3,1,1
66.5,5,7,1,3,2,3,3,2,2,2
59.8,1,10,0,2,1,4,3,4,4,1
36,4,10,0,3,2,3,3,4,3,2
64.8,4,8,1,3,4,5,5,2,3,3
50.8,2,9,0,3,4,3,5,4,6,2
25.6,1,10,1,2,4,4,4,4,6,4
51.3,0,10,0,3,6,5,4,3,6,4
80,3,8,0,3,7,4,4,3,3,3
80,5,8,1,3,5,2,2,4,3,3
41.9,2,8,0,3,2,5,4,2,5,3
69.2,0,9,1,3,2,3,3,1,3,2
73.3,2,8,0,3,1,2,4,4,1,1
80,6,5,0,3,3,2,1,1,1,1
60.9,2,8,1,3,7,4,3,2,6,4
69.9,2,5,1,3,2,2,2,3,2,1
53.3,1,9,0,3,2,4,3,4,6,4
48.7,2,8,0,3,6,4,4,4,2,2
65,4,10,1,2,1,4,4,2,6,5
51.2,5,7,1,2,2,4,3,4,5,2
64.8,2,10,1,3,2,3,5,4,4,2
36.6,2,7,0,3,4,4,3,2,1,1
80,2,10,0,3,1,3,3,4,2,2
36.3,3,8,0,1,6,4,3,3,6,4
63,2,8,0,3,2,4,5,4,2,2
64.1,1,5,1,3,1,2,3,1,3,3
72.9,0,7,1,2,3,3,3,2,3,2
80,4,8,1,3,2,3,4,2,2,2
34.4,0,8,0,3,2,3,3,2,6,2
80,4,5,0,2,1,1,4,4,1,1
77.3,7,10,0,3,1,1,2,4,2,1
49.8,0,5,0,1,4,4,4,4,5,3
17,0,9,0,3,2,5,5,1,3,1
73.3,2,9,1,3,4,4,4,1,6,3
74.3,1,2,1,3,5,3,1,4,1,1
55.8,3,8,1,2,3,3,4,4,4,1
69.1,2,8,1,1,1,3,3,4,4,2
45.1,3,10,1,3,1,4,3,4,3,1
40.9,0,8,0,3,7,4,3,2,6,6
70.4,2,8,0,3,6,4,4,3,6,3
47.9,3,7,0,3,6,4,3,3,5,4
56.4,2,9,1,3,7,4,3,4,6,6
31.2,0,7,1,3,7,4,3,3,3,1
67,3,8,1,3,4,3,4,2,2,2
40.2,4,10,1,3,2,5,5,4,3,1
32.3,0,10,1,3,4,5,5,3,3,3
41.9,4,10,0,3,2,4,5,4,3,1
71.3,0,10,0,3,6,2,4,1,4,4
64.8,0,8,0,3,2,3,3,1,3,1
74.5,2,8,1,3,2,1,4,2,2,2
44.1,1,8,0,2,2,5,4,3,2,2
35.3,2,7,0,3,4,2,3,3,6,3
80,4,6,1,3,2,4,3,2,4,4
79.5,1,8,0,3,4,2,2,4,2,2
45.5,4,10,0,2,4,4,3,2,4,4
47,2,8,0,3,6,3,3,2,3,2
77.3,2,8,1,3,6,1,1,3,2,1
51,6,4,1,2,4,1,2,2,3,3
53.1,2,5,1,3,1,2,2,1,1,1
62.7,0,9,0,2,4,3,4,2,3,3
53.8,1,8,1,3,4,4,4,2,5,3
