age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
15.8,0,6,1,2,1,3,3,3,6,1
80,4,9,1,3,2,3,4,4,2,2
72.8,7,8,1,3,2,3,2,3,2,2
40.2,1,8,0,2,6,5,4,4,3,1
46.7,1,8,0,3,6,2,3,1,6,4
64.2,0,6,0,3,2,3,2,1,5,2
74.4,1,7,0,3,4,3,4,2,2,2
40.1,1,9,0,3,7,4,3,1,3,1
61.3,2,9,1,3,7,3,5,1,6,6
65.8,3,9,0,2,4,2,4,4,2,1
46.9,4,8,0,2,2,3,2,4,6,2
80,3,10,0,3,2,5,5,2,4,2
41.2,2,7,0,3,4,3,5,4,2,1
30.3,1,7,0,3,7,1,3,2,3,2
74.2,5,8,0,1,3,3,3,4,2,2
80,0,8,1,3,5,5,5,4,4,3
31.8,0,7,1,2,3,4,5,3,2,2
37.6,4,10,0,2,2,5,5,2,6,3
22.8,0,9,1,2,2,5,5,3,6,1
48.8,0,7,1,3,4,5,5,4,5,2
63.9,2,10,0,3,2,5,5,4,6,1
59.7,2,9,1,3,4,3,3,4,4,4
59.8,2,7,0,3,2,2,3,2,3,3
36.1,0,10,1,3,2,5,3,4,1,1
42.6,4,7,0,3,7,2,2,1,5,3
55.4,2,8,1,3,1,3,3,2,5,1
80,3,10,0,2,4,4,4,1,5,2
65.4,1,6,0,2,2,4,3,4,2,2
76.6,0,7,1,3,7,3,4,2,6,5
23,0,10,1,3,4,4,5,1,6,2
55.3,0,4,1,3,6,3,5,3,2,2
42.6,2,8,0,3,6,4,4,1,6,3
62,3,10,1,3,3,4,5,3,4,2
62.8,2,9,0,2,3,4,5,3,6,3
57,2,7,0,3,6,4,4,4,6,4
60.9,3,10,1,3,1,3,3,4,6,2
50,7,10,1,3,2,5,5,4,5,2
35,1,6,1,3,7,3,2,1,4,4
46.6,0,9,1,3,4,4,5,1,6,6
43.8,1,10,1,3,7,3,3,4,5,5
60.5,4,10,0,3,1,5,5,4,1,1
35.4,2,8,0,3,6,5,5,2,2,1
20.9,0,9,0,3,2,4,3,3,2,1
19.9,0,8,0,1,2,4,3,3,2,1
67.2,2,10,1,3,2,3,5,2,3,2
65.7,2,6,0,3,2,2,5,1,2,1
24.8,0,9,0,3,6,4,4,2,4,1
26.7,0,8,1,3,2,4,3,1,2,2
47.8,0,8,1,3,2,4,4,1,2,2
44.3,2,8,0,3,6,5,4,4,5,5
38,0,8,1,3,2,2,3,3,5,2
52.7,0,10,0,3,3,3,4,4,1,1
48.6,2,9,1,3,3,5,5,1,6,6
37.6,1,10,0,3,5,5,5,4,6,3
22.4,0,6,0,2,2,4,3,3,5,1
52.3,2,8,0,3,2,4,4,4,4,2
73.7,4,9,0,3,4,2,2,4,1,1
30,1,9,0,3,7,4,4,4,6,3
34.8,3,9,0,3,2,3,3,4,5,2
48.1,1,7,0,3,4,4,4,4,3,1
55.6,1,9,0,3,5,5,5,4,6,4
59.2,7,9,0,3,2,4,4,4,5,1
59.4,1,8,0,3,2,4,4,3,3,1
69.1,0,8,0,3,6,3,4,4,5,5
66.2,0,8,1,3,6,4,4,1,6,5
55.3,2,10,0,3,4,5,5,2,5,3
66.3,3,10,1,3,2,3,5,1,5,4
43.5,2,10,0,3,4,4,4,1,2,2
24.1,0,7,0,3,6,4,4,1,5,1
55.2,2,10,0,3,7,5,5,2,6,6
46.8,3,5,1,3,1,2,4,1,2,2
58.7,1,6,0,2,5,4,3,2,2,2
43.9,0,9,1,3,2,5,5,1,5,5
46,5,10,0,2,3,4,4,4,4,1
76.6,1,9,1,2,4,5,4,2,2,1
75.7,3,8,0,3,4,4,4,3,3,2
80,4,8,0,3,2,5,5,4,2,2
18.5,0,8,1,3,1,4,4,2,2,1
30.4,0,10,1,3,6,5,5,4,5,4
64.6,2,10,1,3,4,3,5,1,2,1
35,0,10,0,3,4,3,3,2,3,3
72.7,3,7,1,2,1,3,3,4,3,2
53.2,2,8,1,2,2,5,5,4,5,4
80,2,8,1,3,2,3,3,4,4,2
45.8,0,9,1,3,3,3,4,2,5,3
80,3,8,0,3,3,1,3,2,1,1
56.5,0,7,1,2,4,2,3,1,2,2
62.1,2,8,1,3,1,4,4,3,4,2
48.4,2,8,0,3,4,3,3,2,1,1
22.3,0,7,0,3,2,3,3,4,1,1
80,1,9,1,3,6,3,3,4,2,2
18.9,0,7,0,2,2,3,3,2,1,1
48.8,4,10,0,3,7,4,3,4,6,3
80,0,10,0,3,7,5,5,4,1,1
56.5,2,10,0,2,4,5,5,2,4,1
52.8,0,9,1,3,2,5,5,1,3,2
36.1,2,7,0,3,6,4,2,2,6,2
44.3,1,8,0,1,4,4,4,4,3,3
46.4,3,9,0,3,1,5,5,1,4,1
38.9,0,6,1,3,7,3,3,3,3,3
63.8,0,8,1,3,7,4,4,2,6,6
53.7,0,10,0,3,4,5,5,1,3,1
60.9,1,6,1,3,4,2,2,4,4,4
57.5,3,8,0,3,3,4,4,3,6,1
72.3,2,10,1,3,6,3,4,2,6,5
73.8,3,8,0,3,6,4,4,2,3,1
77.8,2,10,1,3,1,3,3,2,3,2
79,7,10,0,1,1,1,3,0,1,1
28,0,10,0,3,6,5,5,4,6,3
29.9,1,8,1,3,2,3,3,2,5,3
21.9,0,10,0,1,2,3,3,3,4,2
62.8,0,7,0,3,6,4,5,1,6,6
61.4,1,8,0,1,4,4,4,4,6,3
80,5,10,0,2,4,5,5,4,2,1
30.1,1,7,1,3,3,5,4,1,6,4
31.3,3,10,0,2,6,5,5,3,3,3
80,4,9,0,2,3,3,3,4,1,1
60.3,2,10,0,3,2,1,4,4,2,1
59.7,1,5,0,3,4,3,5,4,6,3
50.9,1,6,1,3,1,2,1,4,5,1
15,0,10,0,3,1,4,4,4,4,1
77.9,2,8,0,2,6,4,4,2,2,2
29.6,0,10,0,3,4,5,3,3,2,2
43.8,0,10,0,3,4,5,5,3,6,4
52.2,2,1,0,3,5,1,1,4,3,3
52,0,8,1,3,6,4,3,3,6,6
76.3,2,8,0,3,4,5,4,2,3,3
43.3,1,9,0,1,4,5,5,1,3,1
80,3,9,1,3,1,5,5,4,4,2
37.3,2,7,0,3,7,1,2,1,4,1
37.7,3,8,0,3,7,4,4,4,6,3
65.2,4,10,1,2,5,5,5,4,5,4
50.1,2,8,0,2,2,4,4,4,6,2
39.1,1,7,0,3,2,3,3,2,3,3
32.1,0,9,0,3,5,5,5,1,4,4
62.8,0,9,1,3,2,3,5,1,3,3
80,5,8,0,3,3,3,5,4,2,2
63.9,2,9,1,2,3,4,4,3,6,6
47.8,2,4,1,3,7,3,3,1,1,1
80,3,10,1,3,7,4,4,2,4,4
80,3,8,0,2,1,2,3,2,4,1
75.9,3,8,0,3,1,3,3,4,1,1
61.3,1,6,1,3,7,5,4,2,6,6
69.2,2,0,0,3,1,1,1,2,1,1
55.6,3,8,1,3,3,4,4,1,6,5
73,2,5,1,2,1,2,3,2,1,1
42.4,3,7,1,3,7,5,4,1,6,6
46.7,0,10,0,3,4,2,5,4,4,3
79.8,2,4,1,3,6,2,2,4,2,2
36.9,1,7,0,3,5,3,3,1,6,3
57.8,2,9,1,3,7,3,5,2,6,6
37.8,3,8,1,3,7,4,4,2,3,2
32.2,1,8,0,3,7,4,4,2,2,1
26.3,0,7,1,3,6,3,3,3,3,3
17.3,0,8,1,2,1,4,3,4,3,1
62.4,1,9,0,3,4,2,5,2,2,2
23.3,0,7,1,2,6,3,3,3,4,1
64,3,7,0,3,2,4,3,1,2,2
18,0,9,0,3,2,3,3,2,5,1
70.1,5,5,1,3,1,5,5,4,2,2
34.8,3,5,0,3,1,3,3,4,2,2
67.3,1,10,0,3,2,3,4,3,2,1
27.7,1,9,1,3,3,5,5,4,5,4
38.3,2,4,1,3,7,3,1,3,5,3
41.3,1,9,0,2,3,5,4,2,3,3
54.8,2,8,0,2,2,5,5,3,6,3
56.3,3,5,1,2,3,2,2,2,4,1
55.2,2,6,0,3,6,1,3,4,3,1
29.2,0,9,1,3,6,4,5,1,4,2
23.8,0,7,0,3,1,2,1,2,3,1
68.1,1,9,1,3,3,4,5,1,4,3
78.9,3,10,0,3,4,5,5,4,2,1
49.2,0,10,1,3,1,3,3,4,2,2
59.8,0,10,1,3,2,4,4,1,4,2
69.3,3,10,0,2,1,3,3,0,2,1
44.3,2,8,0,3,2,3,3,2,2,2
72.8,2,8,0,3,6,4,4,4,2,2
60.9,2,9,0,3,7,4,4,4,3,3
60.4,2,10,0,3,2,4,5,2,2,1
44.6,1,10,0,3,6,4,4,1,2,1
67.4,3,9,0,3,6,4,4,4,6,1
69,3,9,1,2,6,4,4,4,4,3
25.1,0,8,0,3,2,3,4,4,2,2
64.1,4,10,0,3,1,4,4,1,3,1
17.5,0,7,1,3,1,3,3,3,1,1
57.3,2,8,0,3,1,3,3,2,3,1
56,1,8,1,2,2,1,3,3,2,2
53.2,1,5,0,3,6,3,5,1,5,4
65.4,2,8,0,3,7,3,5,4,4,2
76.8,2,10,0,2,4,4,5,2,3,2
56.1,2,8,0,3,5,5,5,3,5,3
39.2,1,10,1,3,4,4,4,3,5,4
41.4,3,6,1,2,6,4,3,3,4,4
67,2,5,0,3,4,4,4,4,2,2
31.2,2,8,0,2,4,3,3,2,6,2
80,6,10,0,3,1,4,3,4,2,1
64.3,5,10,0,3,3,1,5,4,1,1
41.5,2,7,0,3,6,3,3,2,5,2
28.2,1,8,1,3,6,3,4,4,4,2
23.4,0,8,0,2,1,4,4,2,6,1
40.9,2,8,0,3,5,2,2,1,5,1
73,1,8,1,2,1,3,4,2,2,2
34.9,1,8,0,2,2,4,4,4,6,2
74.3,5,8,1,3,3,4,3,4,2,2
37.7,1,8,1,3,4,4,4,3,3,3
69.9,5,8,0,1,1,4,4,2,2,1
61.6,2,5,0,3,4,1,3,4,1,1
76.2,3,7,0,3,6,2,5,4,6,2
44.7,2,9,1,3,6,4,4,1,6,6
25.1,0,6,1,3,6,3,2,1,2,2
66,2,8,1,3,3,4,2,3,6,4
70.4,3,10,0,3,4,3,3,4,2,2
47.2,3,6,0,2,4,4,3,2,4,2
18,0,7,0,3,1,3,1,4,1,1
51.8,1,8,1,3,7,3,3,3,6,6
15.3,0,7,0,3,1,3,3,1,6,1
30.8,2,10,0,3,6,3,4,2,4,2
66.8,2,10,0,2,2,3,4,2,2,1
34.9,1,9,1,3,7,3,3,4,2,2
49.8,2,10,0,3,4,5,5,4,6,4
31,0,6,0,3,3,4,3,2,1,1
80,0,7,0,3,6,2,3,4,2,2
29.7,0,8,0,3,4,5,5,2,2,2
34.6,0,6,1,3,7,3,3,3,5,5
56.8,1,8,1,1,4,4,4,2,6,3
34.7,0,6,1,3,2,5,3,2,4,3
59.5,0,6,1,3,3,2,4,2,4,3
45.3,0,10,1,3,2,5,5,1,2,2
78.7,5,9,1,3,2,3,3,4,2,2
35.8,1,8,0,3,6,3,4,4,5,1
41.3,3,7,0,3,6,4,4,4,3,3
22.7,0,8,0,3,6,4,4,3,1,1
65.7,0,10,0,3,4,3,4,4,1,1
75.8,2,10,0,3,4,4,5,4,2,2
65,2,9,0,3,6,5,5,2,1,1
59.4,0,8,1,3,6,3,5,1,5,4
38.5,1,8,1,3,1,3,3,3,3,2
42.3,0,7,1,3,6,4,3,3,6,6
59,2,9,0,3,2,3,3,2,1,1
37.9,2,10,0,3,6,5,4,4,6,3
20.2,0,10,1,3,2,5,5,2,6,1
28.8,0,9,1,3,4,4,3,1,6,5
42.6,3,5,1,3,7,2,2,1,6,6
33.3,2,7,0,1,6,4,3,2,4,2
31.3,1,8,0,3,3,4,4,4,5,1
67.4,3,9,0,3,4,5,5,4,6,3
57.8,2,10,0,3,4,2,3,2,5,3
60.3,0,8,1,1,7,5,5,4,2,2
67.2,0,8,1,2,1,4,3,4,3,2
63.3,1,8,0,2,4,4,4,1,4,2
63.4,1,8,0,1,4,2,3,4,2,2
18.4,0,9,0,2,1,3,4,4,1,1
46.4,3,9,1,3,6,4,4,3,6,6
36.3,0,9,0,2,4,3,5,3,1,1
16.4,0,10,1,3,1,4,5,4,2,1
16,0,9,1,3,1,4,4,4,6,1
65.8,3,8,0,3,4,4,4,4,6,6
58.2,0,10,0,1,2,1,2,4,1,1
58.5,0,10,1,3,6,5,5,4,2,2
52.4,0,7,0,3,6,4,4,2,3,3
48.1,2,7,0,3,4,3,3,4,5,1
58.3,3,8,0,2,6,4,4,2,6,3
43.3,4,5,0,2,4,4,3,2,4,2
63.8,6,10,1,2,5,1,2,2,3,1
56.1,2,10,0,3,5,3,5,4,6,5
68.2,3,7,0,3,4,4,5,3,3,2
35.9,0,9,0,3,4,4,5,1,6,2
65,2,10,0,2,6,2,5,4,5,4
62.3,3,6,1,2,1,3,3,4,3,3
43.5,1,7,0,3,6,3,3,4,2,1
74.4,1,7,0,3,2,3,4,2,3,3
36.8,3,8,1,2,2,4,4,1,5,3
72.9,2,7,0,3,2,2,5,2,1,1
20.1,0,10,1,3,4,4,5,3,2,1
24.1,0,6,0,3,2,2,1,1,2,1
70.6,2,8,0,3,2,4,4,3,6,2
80,0,8,1,3,1,1,4,2,1,1
61.9,1,7,1,3,4,4,5,4,3,2
41.1,1,6,0,3,6,3,4,4,3,3
25.6,0,7,1,3,4,3,5,1,1,1
26,0,8,0,3,3,4,3,3,2,2
38.5,0,8,1,3,7,5,5,1,5,3
64.6,2,8,0,2,4,4,4,4,6,4
62.8,1,8,1,3,4,3,3,4,4,4
71.6,3,10,1,3,7,3,5,4,6,6
39.2,2,8,0,3,4,3,4,2,6,1
69.7,2,8,0,2,1,2,3,2,1,1
59,2,8,0,3,2,2,4,3,6,3
80,2,5,0,3,1,2,2,0,1,1
56.7,2,7,0,3,3,3,3,2,2,2
34.4,0,8,1,3,7,5,5,2,4,4
70.5,2,10,1,3,6,3,5,2,6,6
35.4,0,8,1,3,6,4,4,4,6,6
38.9,2,8,1,3,4,2,4,1,4,2
71.9,5,7,0,3,1,4,4,3,3,3
75.3,2,10,1,3,7,5,5,1,6,3
76.8,2,9,0,3,4,4,5,4,6,3
70.3,2,7,0,3,2,1,4,2,1,1
67.6,1,10,0,3,4,4,5,2,3,2
48.6,2,8,0,3,6,2,3,4,6,6
80,0,9,0,3,2,4,4,4,2,2
66.3,3,7,0,3,1,4,3,4,1,1
27.2,0,8,0,3,4,5,4,2,3,3
63.1,2,9,1,3,6,3,4,3,3,2
17.4,0,8,1,3,1,5,5,3,6,1
56.9,3,9,1,3,2,3,5,1,6,6
53.6,3,8,0,3,5,3,5,4,6,2
71.1,3,8,0,3,2,4,4,2,2,2
25.6,0,10,1,3,2,4,4,2,2,1
71.8,6,9,1,3,2,3,3,4,3,3
16.9,0,10,1,3,1,5,5,3,6,1
20.2,2,9,1,2,1,3,4,2,2,1
56.7,2,10,1,3,4,5,5,4,6,6
40.1,2,8,0,3,7,3,4,4,4,3
55.9,2,5,0,3,2,2,2,1,1,1
23.6,0,8,1,3,3,4,5,3,5,2
42.4,0,7,0,1,4,4,3,4,3,3
66.3,0,7,0,3,2,4,4,4,2,2
40.3,4,7,0,3,6,3,5,4,2,1
40.3,0,10,1,3,2,5,5,3,3,3
33.5,0,9,0,3,4,5,2,3,3,3
47.4,0,9,1,2,4,4,5,2,3,3
80,7,8,1,3,2,3,5,4,1,1
56.5,1,10,0,3,2,3,3,1,2,1
33.8,0,6,1,3,6,3,4,2,1,1
29,0,8,1,3,7,4,5,1,3,3
52.3,0,8,1,2,2,4,4,2,3,3
19.8,0,7,0,3,2,4,3,4,6,1
60.7,3,4,0,3,4,1,4,4,1,1
62.1,2,5,0,2,2,1,2,2,3,1
35.8,0,10,0,3,2,3,3,4,2,2
80,7,10,0,2,1,4,4,4,1,1
69.6,2,10,0,3,1,3,4,2,1,1
56.2,1,9,1,3,3,3,5,2,5,5
44.1,2,8,1,3,6,3,4,3,5,3
58.4,4,7,1,3,4,5,4,4,2,2
48.7,0,7,0,3,2,3,3,2,2,2
38.5,3,7,0,3,4,5,5,4,3,3
62.8,7,8,0,3,2,4,4,2,6,4
68.2,1,8,0,2,1,3,3,0,2,2
31.7,0,3,1,3,1,2,2,4,4,4
45,2,8,0,3,3,5,5,1,6,4
30.6,0,5,1,3,5,4,2,1,2,2
80,2,10,1,3,1,2,5,4,5,3
68.8,2,8,0,3,2,1,4,4,1,1
38.6,0,8,0,3,7,4,4,1,3,3
45.7,0,8,0,3,4,4,3,2,2,1
64.9,3,10,0,2,6,5,5,4,6,5
57.7,3,8,0,3,7,3,4,4,3,3
39.1,2,9,1,3,4,5,5,1,6,3
62.3,2,10,0,3,4,4,4,4,6,1
64.3,2,7,1,3,7,3,3,4,6,5
71.3,0,8,1,3,7,4,3,4,6,6
36.3,2,7,0,3,6,5,5,4,4,1
69.8,2,5,0,3,1,4,4,4,1,1
66.3,2,5,0,3,1,3,3,3,3,2
46.8,2,9,1,3,6,4,4,3,6,6
35.2,0,7,1,3,7,3,5,4,5,5
64.8,3,10,1,2,7,3,5,4,6,6
52.8,1,6,1,3,5,5,4,1,4,3
40.8,2,7,1,3,4,4,4,2,3,3
61.1,4,10,0,3,2,3,3,4,2,1
15.3,0,9,1,2,1,5,5,2,6,1
65.4,2,10,0,3,3,3,5,4,2,2
26.5,1,10,1,3,4,5,5,3,6,3
53.7,0,5,1,2,4,4,4,1,3,2
64.6,4,10,0,3,6,5,5,4,5,5
69.8,2,8,1,3,3,4,4,4,5,4
40.3,0,8,1,3,3,5,5,2,5,5
71.3,2,10,0,3,1,5,5,4,2,2
72.2,4,8,0,2,2,2,5,2,1,1
71.5,2,7,0,3,2,3,5,2,2,2
41.2,1,6,1,2,3,3,2,2,3,2
34.5,0,9,1,3,4,4,4,2,6,3
47.5,0,8,1,2,2,3,3,1,2,2
24.7,0,8,1,3,6,4,3,1,6,1
63.4,2,9,0,2,4,4,5,4,2,1
20.8,0,7,1,3,4,1,3,3,5,1
70.6,3,9,0,3,4,3,4,4,3,1
27.6,0,7,0,3,2,3,2,1,3,2
77.9,2,8,0,2,4,2,3,2,2,1
58.3,3,8,0,3,4,5,4,3,6,3
80,2,9,0,3,2,3,5,2,3,3
73.4,2,10,0,3,1,4,4,4,3,1
16,0,9,1,1,1,4,4,1,6,1
27,0,9,0,3,4,4,4,4,5,3
34.3,0,10,1,3,1,5,5,1,2,2
80,3,8,1,2,1,4,4,4,1,1
31.9,1,8,0,3,3,3,4,2,5,2
70.1,1,9,0,2,1,4,2,4,5,3
36.6,0,7,1,3,2,4,4,1,2,2
80,2,9,0,2,4,3,3,2,1,1
47.3,5,5,1,3,2,5,4,2,4,2
46.7,4,8,0,2,2,4,3,2,2,2
32.3,1,7,0,3,2,4,2,2,4,1
45.2,3,10,1,3,2,5,5,4,3,2
16.4,0,7,0,3,1,4,4,4,1,1
70.8,2,9,1,3,4,4,4,2,3,2
15,0,10,1,3,1,4,4,1,5,1
44.2,0,4,0,3,7,2,3,2,1,1
58.3,3,10,1,2,1,3,3,3,5,4
30.3,0,7,1,3,7,5,4,1,1,1
61.1,3,9,0,2,2,5,5,4,4,2
43,2,9,0,1,4,4,4,2,4,2
77.3,5,9,1,2,2,3,4,2,6,3
66.3,2,7,1,3,3,2,3,4,3,2
28.6,0,10,0,3,2,4,5,1,3,2
66.4,2,5,0,3,6,5,5,3,1,1
66.1,4,10,1,3,4,4,5,4,6,6
79.8,3,6,1,3,1,4,4,4,1,1
36,6,7,1,2,6,3,2,3,4,3
79.3,4,8,0,3,2,4,4,2,2,2
80,4,8,0,3,2,3,4,2,1,1
17.5,0,9,0,3,1,5,4,2,6,1
64.4,1,8,0,3,2,3,3,4,1,1
66.8,2,5,0,3,4,2,3,3,3,2
27.8,2,8,0,2,6,4,4,2,6,4
70.5,1,6,0,3,4,1,4,2,2,1
40.3,0,7,0,3,4,3,3,4,5,3
37.8,0,10,1,3,2,3,3,2,3,3
59.9,1,9,0,2,4,4,5,3,2,1
20.8,0,8,1,3,2,4,4,1,5,3
70.6,2,8,0,3,6,3,4,1,3,1
25.6,2,8,0,3,2,3,3,1,2,2
68.5,2,10,1,3,5,2,5,4,5,4
36.8,3,8,1,3,6,2,3,1,5,4
57.3,1,3,1,3,2,4,4,2,2,2
80,2,6,1,3,2,2,3,4,6,6
60.4,0,9,1,3,4,3,4,2,6,6
34.1,2,9,1,3,1,5,5,1,1,1
61.5,3,9,0,3,4,4,5,4,6,2
33.8,3,9,1,3,6,4,4,2,5,3
15.1,0,6,1,2,1,2,2,3,4,1
47.8,0,7,0,3,4,4,4,4,6,3
53.7,2,9,0,2,4,4,4,4,5,4
59,1,8,0,3,4,3,3,4,2,2
63.4,2,6,1,2,2,3,3,4,3,2
45.4,1,5,0,3,5,1,1,2,2,2
45.8,2,2,0,3,7,2,2,1,2,2
59.8,4,7,0,3,4,3,5,4,4,1
30.2,2,8,0,3,4,3,3,1,4,2
43.1,4,8,0,3,7,5,4,1,2,2
49.1,1,9,0,3,6,5,5,1,6,6
77.7,5,5,0,3,1,1,3,4,1,1
57.3,2,9,1,3,7,5,3,4,6,6
62.8,0,8,1,3,7,4,4,3,2,2
58.2,4,8,1,3,7,4,4,4,6,1
52.6,0,8,0,3,4,2,3,2,2,2
71.5,0,8,0,3,1,2,5,4,2,1
27.9,0,7,0,3,6,3,3,2,2,1
38.6,2,8,0,3,6,4,3,3,6,3
45.8,0,10,0,3,7,3,5,4,1,1
42.4,3,8,0,3,6,3,4,2,6,3
25,0,9,0,2,4,5,5,4,3,2
77.8,5,10,0,3,2,3,4,4,1,1
80,7,7,1,2,2,1,4,2,2,1
80,2,10,1,3,3,4,5,4,2,1
56.3,1,9,1,2,1,2,4,1,2,2
33.6,3,10,1,3,3,5,5,4,2,2
57.7,4,10,1,2,1,3,4,2,3,2
67.3,2,8,1,3,4,5,5,4,4,2
72.7,3,4,0,2,4,1,3,4,1,1
77.4,3,6,0,2,5,1,4,4,1,1
54.5,2,8,1,3,3,1,3,3,6,5
41.8,3,8,0,3,6,4,3,2,6,3
47.7,2,6,1,3,2,3,3,3,2,2
32.9,1,8,1,3,4,4,3,2,5,3
32.5,0,8,0,2,7,3,3,1,6,6
41.8,1,8,0,3,4,3,5,2,1,1
58.8,6,10,0,3,2,3,4,3,2,1
80,4,8,0,3,1,3,4,2,2,1
61,2,7,0,3,2,3,3,2,2,1
44.7,3,7,0,2,3,3,4,2,6,2
45.8,2,8,0,3,4,5,5,4,5,3
23.1,0,9,1,3,1,5,3,1,2,2
66.6,2,5,1,3,1,2,2,4,1,1
50.6,2,9,1,3,6,3,4,4,6,6
31.7,1,8,1,3,6,3,3,3,3,1
80,6,10,0,3,4,3,5,4,1,1
36.3,3,7,1,3,3,5,4,3,4,4
36.9,2,10,1,2,1,4,5,2,1,1
37.5,2,7,0,3,7,4,4,1,6,4
37.1,0,8,1,2,2,4,3,3,4,1
59.3,2,8,0,3,2,3,4,4,1,1
78.5,3,10,0,2,1,4,3,2,2,2
64.8,2,10,0,3,7,4,4,3,4,3
22.3,0,6,1,3,2,4,3,3,6,1
31.7,0,8,0,3,6,3,3,4,1,1
67.6,2,8,1,3,7,4,4,2,4,3
37.3,2,10,1,3,7,5,4,4,6,4
73.1,2,5,0,3,1,3,2,4,3,2
73.3,0,9,1,3,2,3,3,4,1,1
35.1,0,7,1,3,4,3,3,2,3,2
80,1,8,0,3,6,5,4,2,3,3
80,2,7,0,3,1,3,4,4,3,1
22,0,4,1,3,2,2,2,1,3,3
40.3,4,9,1,3,6,4,4,3,2,2
66.3,2,4,0,3,1,1,3,4,1,1
73.2,3,5,1,2,1,2,2,2,3,2
60.1,2,8,0,3,2,3,3,4,5,3
36.7,3,7,1,3,6,3,4,4,3,2
45.7,0,10,0,2,4,5,5,1,2,1
49.8,2,6,1,3,6,0,3,4,6,5
37.9,1,10,1,2,7,5,5,2,6,6
49.9,1,7,1,3,6,3,3,1,3,1
55.2,0,8,1,2,1,3,5,2,2,2
55.4,4,10,1,2,2,3,3,2,2,2
68.8,1,8,0,2,2,5,3,2,1,1
56.9,1,8,0,2,3,4,3,3,2,2
26.3,0,8,0,3,6,3,3,2,2,2
48.8,3,8,0,3,4,3,3,4,6,3
60.9,2,9,0,3,2,2,5,2,2,2
16.4,0,10,1,3,1,5,5,2,2,1
68.9,2,6,0,2,3,5,3,2,3,2
67.1,0,10,1,3,2,5,5,2,1,1
42.7,2,8,0,3,4,5,5,4,2,2
59.6,2,9,0,3,2,4,4,2,6,3
74.7,2,8,0,3,4,5,5,4,2,2
77.4,1,9,0,2,2,3,3,2,2,1
19.1,0,7,0,3,2,5,4,1,5,1
17.7,0,8,1,3,1,4,4,4,2,1
41.6,2,7,0,3,6,4,3,1,5,3
69,0,8,0,3,4,2,4,4,1,1
63.8,2,10,0,3,7,5,5,4,3,2
80,1,10,0,3,1,4,5,1,2,2
69.7,0,5,0,3,2,4,3,4,3,2
17.7,0,9,0,3,2,4,4,1,1,1
75.3,3,7,1,3,6,3,5,0,2,1
44.1,2,9,0,3,4,3,3,4,6,2
45.1,3,9,1,3,7,3,3,2,1,1
54.5,2,7,0,2,3,4,4,1,6,1
73.7,2,10,0,2,2,3,4,4,2,1
58.7,4,10,1,3,6,5,5,4,6,3
57.2,2,6,0,2,2,3,2,4,4,1
59,0,10,1,3,3,4,4,4,4,3
62.8,2,8,0,3,7,4,4,4,3,3
46.8,1,9,0,3,6,4,4,1,6,6
32,3,2,0,3,2,3,2,1,1,1
69.8,3,4,0,3,1,3,3,2,1,1
56.4,0,5,1,3,1,3,3,2,2,2
45.9,0,8,1,3,2,5,5,4,6,4
45.8,1,5,1,1,6,3,3,2,5,1
80,2,10,0,3,4,3,5,2,2,2
63.4,2,8,0,3,6,3,4,4,1,1
72.7,2,8,0,3,6,3,3,4,2,2
36.5,1,7,0,3,2,3,3,3,5,3
62.3,3,7,1,3,6,3,4,2,2,2
63.3,3,7,1,3,6,4,5,1,4,4
44.5,0,9,0,3,6,4,4,2,6,4
50,1,8,0,3,2,4,5,1,3,1
65.8,0,0,0,3,6,3,4,4,1,1
33.1,0,8,0,3,6,3,4,1,3,2
65.7,1,10,0,3,2,3,5,2,4,2
80,4,10,0,3,2,3,3,4,3,2
56.3,0,10,1,2,4,2,4,2,3,3
21.1,0,6,0,3,2,3,4,3,6,1
59.8,4,9,1,3,6,4,4,4,6,4
24.8,0,7,1,3,4,3,4,3,4,2
40.6,2,10,1,2,1,3,3,2,5,3
19.4,0,10,1,2,4,4,5,1,1,1
39.3,4,8,0,3,7,3,3,1,6,3
40.6,0,10,1,3,4,4,5,1,5,4
74.3,1,9,1,3,6,4,4,4,4,3
57.1,1,8,0,3,4,4,5,3,3,1
60.8,2,10,1,3,1,5,5,1,1,1
46.6,2,7,1,3,4,3,3,3,5,5
62.3,5,8,1,2,1,3,3,4,6,4
53.9,1,10,0,3,6,2,5,1,5,1
50.3,5,9,1,3,7,5,4,2,6,6
60.1,3,6,1,3,2,3,3,1,3,3
70.8,2,8,0,3,2,3,4,4,6,2
71.9,3,10,1,3,1,4,3,4,2,2
68.3,2,8,0,3,4,4,3,0,4,2
26.2,0,9,1,2,2,5,3,3,1,1
30.8,0,6,0,3,6,5,3,2,3,3
70.8,2,9,1,3,3,4,4,2,6,5
78.9,2,10,1,3,1,5,5,4,2,2
28.1,0,7,0,3,1,3,3,3,1,1
58,4,6,0,1,2,1,5,1,1,1
73.3,0,7,1,3,1,3,3,4,5,3
67.1,3,10,0,3,4,2,3,4,2,2
80,5,8,1,3,7,2,4,4,2,2
29.7,3,10,0,2,2,4,5,4,5,1
52.8,2,7,0,3,4,3,4,2,6,2
57.3,2,5,0,3,4,2,2,4,1,1
49.4,2,7,1,3,7,5,4,2,6,6
42.4,2,8,1,2,4,4,4,1,4,2
